ML_ID	Volume	Estimateddensity	Minimal	Maximal	Positivesurfacearea	Negativesurfacearea	Overallaveragevalue	Positiveaveragevalue	Negativeaveragevalue	Overallvariance	Positivevariance	Negativevariance	Balanceofcharges	Product	Molecularpolarityindex	Nonpolarsurfacearea	Polarsurfacearea	Label
Q0585	3173.88134	1.4843	-46.48218	51.48606	800.86721	776.22041	0.00012467	0.01972758	-0.02010069	0.00051217	0.00020218	0.00030999	0.23892313	0.00012237	0.54181183	215.46	226.17	0.0
Q0585	3173.88134	1.4843	-46.48218	51.48606	800.86721	776.22041	0.00012467	0.01972758	-0.02010069	0.00051217	0.00020218	0.00030999	0.23892313	0.00012237	0.54181183	215.46	226.17	0.0
Q0586	2939.81836	1.5149	-53.78682	63.03936	680.63184	764.54133	-0.00051467	0.02645959	-0.02452847	0.00071348	0.0003454	0.00036808	0.24974722	0.00017819	0.69220234	148.88	255.81	0.0
Q0587	2494.16807	1.4033	-77.73377	58.4126	633.77899	598.4944	-0.00349324	0.02136476	-0.02981677	0.00123244	0.00031289	0.00091955	0.18942413	0.00023345	0.69306732	166.28	178.8	1.0
Q0587	2494.16807	1.4033	-77.73377	58.4126	633.77899	598.4944	-0.00349324	0.02136476	-0.02981677	0.00123244	0.00031289	0.00091955	0.18942413	0.00023345	0.69306732	166.28	178.8	1.0
Q0589	3105.19797	1.4378	-38.97153	39.99964	799.34417	675.02824	0.0005097	0.01825343	-0.02050179	0.00031859	0.00012474	0.00019385	0.23823866	7.59e-05	0.52471232	179.22	233.64	0.0
Q0590	2627.98882	1.5324	-46.3671	52.52066	773.21994	519.464	0.00308013	0.02111737	-0.02376823	0.00068432	0.00022758	0.00045674	0.22196562	0.0001519	0.60361974	171.25	190.74	0.0
Q0591	3681.13847	1.618	-54.90543	69.08471	1019.70752	790.0715	-0.00039478	0.02452401	-0.03255626	0.00096175	0.00035299	0.00060876	0.23231993	0.00022343	0.76274991	189.72	317.07	1.0
Q0592	2436.80468	1.4961	-51.82591	55.24848	653.55344	521.48447	0.00062556	0.02347606	-0.02801196	0.00054647	0.00017269	0.00037379	0.21614447	0.00011812	0.69359373	99.0	230.04	0.0
Q0593	3289.87037	1.6873	-79.55835	57.59213	989.21708	637.89929	0.00466555	0.03062136	-0.0355852	0.00153336	0.00040688	0.00112649	0.19493948	0.00029891	0.88620388	154.49	301.14	0.0
Q0593	3289.87037	1.6873	-79.55835	57.59213	989.21708	637.89929	0.00466555	0.03062136	-0.0355852	0.00153336	0.00040688	0.00112649	0.19493948	0.00029891	0.88620388	154.49	301.14	0.0
Q0593	3289.87037	1.6873	-79.55835	57.59213	989.21708	637.89929	0.00466555	0.03062136	-0.0355852	0.00153336	0.00040688	0.00112649	0.19493948	0.00029891	0.88620388	154.49	301.14	0.0
Q0593	3289.87037	1.6873	-79.55835	57.59213	989.21708	637.89929	0.00466555	0.03062136	-0.0355852	0.00153336	0.00040688	0.00112649	0.19493948	0.00029891	0.88620388	154.49	301.14	0.0
Q0595	3381.70353	1.5689	-63.65031	40.14948	993.78914	662.6733	-0.0009403	0.02496605	-0.03979121	0.00138311	0.00023294	0.00115017	0.1400523	0.00019371	0.84074759	159.94	303.92	1.0
Q0596	3509.41675	1.5246	-56.04236	65.74757	816.92576	893.63157	-0.00160867	0.02545008	-0.02634481	0.00085998	0.00038377	0.00047621	0.24711132	0.00021251	0.70525123	167.51	311.49	1.0
Q0597	2865.34466	1.6497	-58.0039	39.94091	737.13234	665.03393	-0.00054388	0.02215199	-0.02570028	0.00069168	0.0001979	0.00049378	0.2042519	0.00014128	0.64858084	160.01	232.64	0.0
Q0597	2865.34466	1.6497	-58.0039	39.94091	737.13234	665.03393	-0.00054388	0.02215199	-0.02570028	0.00069168	0.0001979	0.00049378	0.2042519	0.00014128	0.64858084	160.01	232.64	0.0
Q0598	1844.48938	1.4901	-53.42795	46.88958	540.65086	403.85984	0.00239428	0.02678039	-0.03025163	0.00098214	0.00038769	0.00059445	0.23892103	0.00023465	0.76912014	98.45	166.04	0.0
Q0599	3780.12398	1.3773	-52.26444	70.42124	1054.28084	728.25325	0.0039349	0.02186881	-0.02202774	0.00084505	0.00046833	0.00037672	0.24706233	0.00020878	0.5968474	256.93	242.23	1.0
Q0600	4048.4497	1.4879	-53.14238	72.43028	932.42381	1035.26555	-0.00134425	0.02331524	-0.02355411	0.00073596	0.00041468	0.00032128	0.24597309	0.00018103	0.63785976	226.29	324.72	1.0
Q0600	4048.4497	1.4879	-53.14238	72.43028	932.42381	1035.26555	-0.00134425	0.02331524	-0.02355411	0.00073596	0.00041468	0.00032128	0.24597309	0.00018103	0.63785976	226.29	324.72	1.0
Q0600	4048.4497	1.4879	-53.14238	72.43028	932.42381	1035.26555	-0.00134425	0.02331524	-0.02355411	0.00073596	0.00041468	0.00032128	0.24597309	0.00018103	0.63785976	226.29	324.72	1.0
